cell,rank,label,candidate,n_draws,n_converged,n_failed,purity_p5,purity_p50,purity_p95,recovery_p5,recovery_p50,recovery_p95,p_converged,p_constraints,p_feasible,p_phase_unknown,p_third_phase_risk,p_purity_ge_0.95,p_purity_ge_0.97,p_purity_ge_0.99,p_recovery_ge_0.80,p_recovery_ge_0.85,p_recovery_ge_0.90,p_both_0.95_0.80,p_both_feasible_0.95_0.80,p_both_0.95_0.85,p_both_feasible_0.95_0.85,p_both_0.95_0.90,p_both_feasible_0.95_0.90,p_both_0.97_0.80,p_both_feasible_0.97_0.80,p_both_0.97_0.85,p_both_feasible_0.97_0.85,p_both_0.97_0.90,p_both_feasible_0.97_0.90,p_both_0.99_0.80,p_both_feasible_0.99_0.80,p_both_0.99_0.85,p_both_feasible_0.99_0.85,p_both_0.99_0.90,p_both_feasible_0.99_0.90,consumption_index_median,throughput_median,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,statuses_used,support_rank,obj_p_both_feasible,obj_p_both
0.99_0.85,3,transfer-unsupported,42,64,64,0,0.712467,0.768636,0.935244,0.545224,0.929543,0.990657,1,0.015625,0.015625,0,0.984375,0.046875,0.046875,0.046875,0.796875,0.703125,0.609375,0.03125,0,0.03125,0,0.03125,0,0.03125,0,0.03125,0,0.03125,0,0.03125,0,0.03125,0,0.03125,0,149.793,0.0127179,34,11,16,7,4.93169,0.834291,3.45498,10,0,2.15429,7.04453,0.0311882,0.154512,INTERPOLATION,2,0,0.03125
0.99_0.85,4,transfer-unsupported,40,64,64,0,0.745169,0.776803,0.956333,0.495426,0.888334,0.903778,1,0,0,0,1,0.0625,0.046875,0.03125,0.796875,0.765625,0.203125,0.046875,0,0.046875,0,0.03125,0,0.03125,0,0.03125,0,0.03125,0,0.015625,0,0.015625,0,0.015625,0,71.5632,0.0126366,42,1,18,23,4.49773,0.262494,0.523221,0,0,3.11627,34.1532,0.16497,0.263929,INTERPOLATION,2,0,0.015625
0.99_0.85,5,transfer-unsupported,291,64,64,0,0.982416,1,1,4.41714e-18,6.98476e-11,1.49538e-07,1,0.15625,0.15625,0,0.84375,1,0.953125,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11696.5,0.00142787,35,10,4,21,3.25522,4.46484,3.11331,9,0,0.825103,27.7934,4.1811,0.05701,INTERPOLATION,2,0,0
0.99_0.85,6,transfer-unsupported,257,64,64,0,0.833444,1,1,5.17774e-25,7.96979e-13,2.0698e-07,1,0.046875,0.046875,0,0.953125,0.90625,0.890625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497.44,0.00419453,31,7,22,2,2.42129,4.89645,2.52889,0,0,1.23666,17.1506,0.0886094,0.0695218,INTERPOLATION,2,0,0
0.99_0.85,7,transfer-unsupported,162,64,64,0,0.952516,1,1,1.09507e-12,1.48442e-06,0.00205235,1,0.046875,0.046875,0,0.953125,0.953125,0.921875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9791.8,0.000751175,26,13,3,10,2.13075,4.52757,2.75985,5,0,0.272413,24.3198,2.21823,0.181692,INTERPOLATION,2,0,0
0.99_0.85,8,transfer-unsupported,207,64,64,0,0.832601,0.997603,1,2.8768e-08,0.0101627,0.0476234,1,0.046875,0.046875,0,0.953125,0.671875,0.625,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10323.2,0.00135436,26,13,1,12,2.70629,4.69341,1.78848,8,0,1.98694,5.04657,2.60315,0.0676931,INTERPOLATION,2,0,0
0.99_0.85,9,transfer-unsupported,277,64,64,0,1,1,1,1.22106e-44,8.20777e-33,1.44338e-24,1,0.046875,0.046875,0,0.953125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15408.4,0.00050804,29,3,17,9,0.543,4.92388,3.18649,2,0,0.17244,48.6473,2.19001,0.131552,INTERPOLATION,2,0,0
0.99_0.85,10,transfer-unsupported,293,64,64,0,0.509115,0.809752,1,0.0229308,0.217489,0.326003,1,0.03125,0.03125,0,0.96875,0.3125,0.28125,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.51,0.00312818,52,2,25,25,4.86217,0.473931,2.96383,1,0,2.7883,8.48666,1.72028,0.0590723,INTERPOLATION,2,0,0
0.99_0.85,11,transfer-unsupported,167,64,64,0,0.79344,0.998081,1,1.52894e-23,0.0297071,0.0842963,1,0.03125,0.03125,0,0.96875,0.671875,0.65625,0.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075.45,0.00229339,54,1,30,23,3.66486,4.80842,3.9234,0,0,0.755649,10.7137,1.45613,0.291712,INTERPOLATION,2,0,0
0.99_0.85,12,transfer-unsupported,285,64,64,0,0.87854,0.971048,0.999842,0.0121199,0.0536677,0.0669766,1,0.03125,0.03125,0,0.96875,0.6875,0.515625,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910.09,0.00418411,22,1,1,20,3.64916,2.07789,3.56864,0,0,2.19023,44.3425,4.48162,0.0606577,INTERPOLATION,2,0,0
0.99_0.85,13,transfer-unsupported,243,64,60,4,0.89667,1,1,2.2834e-20,7.28922e-07,0.00470333,0.9375,0.03125,0.03125,0,0.96875,0.8125,0.734375,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976.51,0.00268673,49,22,18,9,2.28893,4.95226,0.943982,4,0,2.4668,10.8624,1.22279,0.0843851,INTERPOLATION,2,0,0
0.99_0.85,14,transfer-unsupported,160,64,64,0,0.871491,1,1,2.51749e-17,1.15597e-06,0.00188873,1,0.03125,0.03125,0,0.96875,0.859375,0.828125,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6017.27,0.00217805,37,25,7,5,1.50599,2.42471,3.54219,13,0,1.91176,13.8725,2.39129,0.0710048,INTERPOLATION,2,0,0
0.99_0.85,15,transfer-unsupported,143,64,64,0,0.903824,1,1,4.36772e-18,1.80725e-07,0.00470507,1,0.03125,0.03125,0,0.96875,0.90625,0.828125,0.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594.29,0.000418085,17,4,10,3,2.3503,3.78861,1.28399,3,0,0.2046,22.2568,1.5435,0.233505,INTERPOLATION,2,0,0
0.99_0.85,16,transfer-unsupported,121,64,63,1,0.674322,0.869727,1,0.000413634,0.125189,0.161178,0.984375,0.03125,0.03125,0,0.96875,0.375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10986.6,0.00222886,47,2,28,17,4.88184,1.68719,4.0447,1,0,2.88831,6.41557,4.84942,0.0773165,INTERPOLATION,2,0,0
0.99_0.85,17,transfer-unsupported,71,64,64,0,0.612213,0.907284,1,2.22544e-08,0.0366775,0.0452615,1,0.03125,0.03125,0,0.96875,0.421875,0.390625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22389.4,0.000729933,29,1,27,1,4.06687,4.43541,2.0664,0,0,2.36162,3.23964,2.83914,0.103313,INTERPOLATION,2,0,0
0.99_0.85,18,transfer-unsupported,127,64,64,0,0.329218,0.999761,1,1.08523e-29,0.00237304,0.557098,1,0.015625,0.015625,0,0.984375,0.671875,0.671875,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.132,0.00632832,57,21,14,22,4.47637,2.00725,3.82177,16,0,0.177006,20.4521,0.155609,0.178235,INTERPOLATION,2,0,0
0.99_0.85,19,transfer-unsupported,73,64,64,0,0.953222,1,1,2.26164e-14,9.248e-08,2.85579e-05,1,0.015625,0.015625,0,0.984375,0.953125,0.90625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.433,0.00705411,48,15,12,21,4.81851,4.91679,1.0025,0,14,0.764964,41.1386,0.304158,0.0738371,INTERPOLATION,2,0,0
0.99_0.85,20,transfer-unsupported,19,64,64,0,0.804007,0.886611,1,0.000222129,0.559957,0.663409,1,0.015625,0.015625,0,0.984375,0.40625,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897.809,0.0164158,51,2,20,29,4.17982,4.08046,4.40829,1,0,2.50441,16.4635,1.02515,0.260822,INTERPOLATION,2,0,0
0.99_0.85,21,transfer-unsupported,147,64,64,0,0.937083,1,1,5.06859e-20,9.17241e-11,4.54113e-07,1,0.015625,0.015625,0,0.984375,0.921875,0.90625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.13,0.00672728,31,13,10,8,1.88014,4.20511,4.96776,8,0,0.892139,42.3554,1.09211,0.172316,INTERPOLATION,2,0,0
0.99_0.85,22,transfer-unsupported,18,64,64,0,0.59434,0.951626,1,8.24534e-29,0.0392618,0.079657,1,0.015625,0.015625,0,0.984375,0.5,0.453125,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919.67,0.00160742,65,19,19,27,3.78296,1.78973,2.23039,17,0,0.223093,20.5345,1.20446,0.286065,INTERPOLATION,2,0,0
0.99_0.85,23,transfer-unsupported,210,64,64,0,0.431379,0.971622,1,3.13314e-12,0.0521236,0.100828,1,0.015625,0.015625,0,0.984375,0.578125,0.515625,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.21,0.00138363,36,7,14,15,4.13027,1.11701,2.40331,1,0,0.588321,9.20245,0.833205,0.0893183,INTERPOLATION,2,0,0
0.99_0.85,24,transfer-unsupported,212,64,63,1,0.0458768,0.951192,1,7.21125e-18,0.102734,0.271153,0.984375,0.015625,0.015625,0,0.984375,0.5,0.453125,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956.96,0.00154346,56,22,7,27,2.14928,1.17819,3.94128,16,0,0.360788,2.53819,0.658522,0.262055,INTERPOLATION,2,0,0
0.99_0.85,25,transfer-unsupported,114,64,64,0,0.905048,1,1,6.99541e-20,8.81644e-14,1.01153e-11,1,0.015625,0.015625,0,0.984375,0.9375,0.921875,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,0.00176709,36,14,4,18,0.701992,1.20938,2.50069,13,0,1.92823,43.7003,0.512402,0.0660485,INTERPOLATION,2,0,0
0.99_0.85,26,transfer-unsupported,250,64,41,23,0.81887,1,1,6.67464e-12,0.237135,0.280314,0.640625,0.015625,0.015625,0,0.984375,0.40625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107.87,0.0108451,38,11,23,4,3.87799,4.73135,1.57046,10,0,4.53288,19.3133,0.900015,0.215943,INTERPOLATION,2,0,0
0.99_0.85,27,transfer-unsupported,144,64,64,0,0.799588,0.916214,1,0.00453689,0.300908,0.42231,1,0.015625,0.015625,0,0.984375,0.453125,0.4375,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.23,0.0090457,19,1,7,11,4.08946,2.19362,4.90348,0,0,4.7008,22.3596,2.08122,0.139406,INTERPOLATION,2,0,0
0.99_0.85,28,transfer-unsupported,99,64,64,0,0.767967,0.951059,1,0.00187875,0.142569,0.182074,1,0.015625,0.015625,0,0.984375,0.5,0.46875,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323.66,0.00454189,29,3,4,22,4.0764,1.05718,2.35236,0,2,2.62159,37.0027,3.30802,0.0755155,INTERPOLATION,2,0,0
0.99_0.85,29,transfer-unsupported,111,64,64,0,0.709282,0.996429,1,2.83332e-09,0.0977515,0.188956,1,0.015625,0.015625,0,0.984375,0.609375,0.59375,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.77,0.00542587,28,6,14,8,4.13625,4.612,2.84927,0,5,2.39714,9.88441,1.17521,0.0881134,INTERPOLATION,2,0,0
0.99_0.85,30,transfer-unsupported,199,64,64,0,0.883826,0.992411,1,0.000209674,0.01629,0.0223256,1,0.015625,0.015625,0,0.984375,0.734375,0.6875,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040.08,0.0019077,35,4,3,28,1.75535,1.8127,0.677115,0,3,2.29876,29.1598,2.41106,0.0888582,INTERPOLATION,2,0,0
0.99_0.85,31,transfer-unsupported,82,64,64,0,0.248564,0.844861,1,2.46366e-05,0.0575564,0.0795518,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330.89,0.000816901,63,17,20,26,1.20564,0.516796,0.616283,16,0,3.74255,2.29251,1.27658,0.0691099,INTERPOLATION,2,0,0
0.99_0.85,32,transfer-unsupported,85,64,60,4,0.965214,1,1,7.55235e-31,4.9178e-18,7.2205e-15,0.9375,0.015625,0.015625,0,0.984375,0.9375,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814.09,0.000708532,62,30,27,5,0.461789,0.909649,0.331123,3,0,1.73241,37.2135,3.40204,0.0979023,INTERPOLATION,2,0,0
0.99_0.85,33,transfer-unsupported,89,64,64,0,0.798369,0.912133,1,0.00362594,0.210412,0.252048,1,0.015625,0.015625,0,0.984375,0.453125,0.390625,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4492.27,0.00600936,13,4,5,4,4.72883,4.21944,4.68067,3,0,3.05894,11.1767,3.00996,0.174356,INTERPOLATION,2,0,0
0.99_0.85,34,transfer-unsupported,14,64,63,1,0.964447,1,1,1.5659e-10,1.52074e-06,2.63431e-05,0.984375,0.015625,0.015625,0,0.984375,0.984375,0.90625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4669.02,0.00255662,55,25,8,22,2.0007,3.02906,2.86279,0,7,0.968471,39.8231,3.14495,0.0800066,INTERPOLATION,2,0,0
0.99_0.85,35,transfer-unsupported,23,64,64,0,0.493273,0.854534,1,2.71045e-05,0.201374,0.256884,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5380.36,0.00334277,40,9,18,13,1.48401,2.11695,3.99614,8,0,4.18889,4.24085,2.28152,0.259917,INTERPOLATION,2,0,0
0.99_0.85,36,transfer-unsupported,61,64,64,0,0.835574,0.961377,0.999795,0.0118727,0.0777752,0.106161,1,0.015625,0.015625,0,0.984375,0.5625,0.46875,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030.35,0.00452808,33,24,1,8,3.88294,4.03981,2.78579,0,10,4.38238,41.7273,3.44661,0.0616901,INTERPOLATION,2,0,0
0.99_0.85,37,transfer-unsupported,46,64,64,0,0.955006,1,1,7.92868e-28,4.85954e-20,3.82814e-17,1,0.015625,0.015625,0,0.984375,0.953125,0.921875,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6274.05,0.00162699,41,12,12,17,0.37459,2.32625,3.49952,11,0,3.9576,25.8798,0.285827,0.116439,INTERPOLATION,2,0,0
0.99_0.85,38,transfer-unsupported,90,64,64,0,0.826884,0.999975,1,1.76387e-09,0.000860318,0.0297164,1,0.015625,0.015625,0,0.984375,0.859375,0.765625,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589.33,0.00301645,62,26,6,30,0.652948,4.19097,4.90579,2,0,1.66467,9.42921,2.6295,0.261675,INTERPOLATION,2,0,0
0.99_0.85,39,transfer-unsupported,241,64,64,0,0.891552,0.998104,1,0.000267741,0.014652,0.0186083,1,0.015625,0.015625,0,0.984375,0.8125,0.734375,0.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6727.84,0.0037165,19,2,3,14,1.68887,1.54115,4.55114,0,1,1.80341,49.875,4.88331,0.0933332,INTERPOLATION,2,0,0
0.99_0.85,40,transfer-unsupported,141,64,64,0,0.820411,0.982147,1,1.49441e-05,0.086555,0.118679,1,0.015625,0.015625,0,0.984375,0.59375,0.53125,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6734.11,0.00356219,16,4,6,6,3.71799,3.20138,3.30294,1,0,2.73299,16.198,4.61367,0.110515,INTERPOLATION,2,0,0
0.99_0.85,41,transfer-unsupported,16,64,63,1,0.955156,1,1,2.49807e-17,3.76775e-08,4.46711e-05,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.890625,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7826.19,0.000909757,44,21,11,12,1.20857,3.99646,0.27085,6,0,1.57992,26.0149,2.97526,0.228208,INTERPOLATION,2,0,0
0.99_0.85,42,transfer-unsupported,103,64,64,0,0.98385,1,1,5.56022e-09,5.17635e-07,1.65545e-06,1,0.015625,0.015625,0,0.984375,1,1,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626.53,0.00190984,29,6,2,21,1.05144,4.11599,3.17319,3,0,1.5082,37.6599,3.23564,0.0712129,INTERPOLATION,2,0,0
0.99_0.85,43,transfer-unsupported,83,64,64,0,0.972904,1,1,2.14584e-15,8.97933e-10,9.1299e-08,1,0.015625,0.015625,0,0.984375,1,0.96875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8990.25,0.0029902,55,18,12,25,2.75748,3.50047,4.84937,0,5,1.19209,43.2899,4.68227,0.0600814,INTERPOLATION,2,0,0
0.99_0.85,44,transfer-unsupported,131,64,64,0,0.786536,0.982236,1,7.36749e-10,0.0605253,0.094536,1,0.015625,0.015625,0,0.984375,0.59375,0.53125,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10041.3,0.00257834,32,9,9,14,1.61242,2.54204,4.05602,8,0,2.74116,9.63363,4.6651,0.148203,INTERPOLATION,2,0,0
0.99_0.85,45,transfer-unsupported,194,64,64,0,0.178377,0.891819,1,1.96115e-17,0.0445964,0.0605254,1,0.015625,0.015625,0,0.984375,0.421875,0.40625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10242.6,0.00070119,66,17,20,29,0.77932,1.09788,2.82369,14,0,2.44196,1.36969,1.59402,0.100099,INTERPOLATION,2,0,0
0.99_0.85,46,transfer-unsupported,6,64,64,0,0.826985,0.999793,1,1.54862e-09,0.00226286,0.0217947,1,0.015625,0.015625,0,0.984375,0.734375,0.703125,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11393.6,0.00123952,42,16,10,16,1.46939,2.16923,1.94285,0,2,3.47767,7.44465,3.38602,0.0555087,INTERPOLATION,2,0,0
0.99_0.85,47,transfer-unsupported,215,64,63,1,0.265446,0.867964,1,0.000176312,0.111992,0.149656,0.984375,0.015625,0.015625,0,0.984375,0.359375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883.9,0.00164104,41,3,30,8,1.57486,0.343511,4.7073,0,2,3.97333,7.58607,3.85294,0.0647626,INTERPOLATION,2,0,0
0.99_0.85,48,transfer-unsupported,123,64,64,0,0.741296,0.999283,1,6.13645e-08,0.0104578,0.0306504,1,0.015625,0.015625,0,0.984375,0.703125,0.6875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11983,0.00148202,15,4,6,5,0.624168,1.02625,3.60103,3,0,2.43149,14.2144,4.2387,0.130341,INTERPOLATION,2,0,0
0.99_0.85,49,transfer-unsupported,65,64,63,1,0.922656,1,1,1.87446e-21,1.89241e-09,3.86592e-05,0.984375,0.015625,0.015625,0,0.984375,0.890625,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12863,0.00110427,35,11,23,1,2.54158,4.78662,1.83971,0,2,1.53859,15.9225,3.71772,0.0818226,INTERPOLATION,2,0,0
0.99_0.85,50,transfer-unsupported,101,64,64,0,0.991183,1,1,1.49551e-19,6.44611e-12,5.90442e-08,1,0.015625,0.015625,0,0.984375,1,0.96875,0.953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14823.3,0.000292956,25,13,6,6,1.22748,3.69029,0.481313,7,0,0.648376,42.5982,4.05115,0.202478,INTERPOLATION,2,0,0
0.99_0.85,51,transfer-unsupported,116,64,61,3,0.840068,0.99967,1,3.11421e-18,0.0375308,0.0752721,0.953125,0.015625,0.015625,0,0.984375,0.578125,0.546875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15051.9,0.00216121,56,5,24,27,2.44013,4.59683,2.1979,0,0,4.68688,7.85559,4.99824,0.108386,INTERPOLATION,2,0,0
0.99_0.85,52,transfer-unsupported,84,64,64,0,0.893892,0.999952,1,1.31026e-10,0.00945507,0.0282691,1,0.015625,0.015625,0,0.984375,0.71875,0.671875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15273.2,0.00146984,50,16,4,30,4.27014,4.98238,0.995749,15,0,3.54649,12.7287,4.79954,0.0963759,INTERPOLATION,2,0,0
0.99_0.85,53,transfer-unsupported,234,64,64,0,0.702284,0.988594,0.999962,0.00123741,0.0113999,0.0144311,1,0.015625,0.015625,0,0.984375,0.71875,0.671875,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15584,0.00127917,27,18,1,8,0.342311,2.77382,4.77392,0,0,3.82053,16.5775,1.95583,0.133038,INTERPOLATION,2,0,0
0.99_0.85,54,transfer-unsupported,96,64,64,0,0.114784,0.830053,1,0.000274986,0.106697,0.149898,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17478.4,0.00137581,35,11,22,2,4.21585,4.47231,4.19996,2,0,3.66206,0.325017,1.826,0.170912,INTERPOLATION,2,0,0
0.99_0.85,55,transfer-unsupported,209,64,63,1,0.968663,1,1,5.33565e-42,1.49125e-30,7.77618e-26,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.921875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17627,0.00103657,55,6,30,19,0.209516,3.77712,1.71497,2,0,4.50073,13.0947,0.741572,0.153242,INTERPOLATION,2,0,0
0.99_0.85,56,transfer-unsupported,205,64,64,0,0.377246,0.863238,1,1.9319e-05,0.0142942,0.0191891,1,0.015625,0.015625,0,0.984375,0.390625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18417.3,0.000201274,35,11,2,22,1.41327,1.48306,0.424461,10,0,1.65583,1.62421,2.94704,0.211244,INTERPOLATION,2,0,0
0.99_0.85,57,transfer-unsupported,270,64,63,1,0.957517,1,1,4.57162e-27,1.12694e-11,0.000217814,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.90625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22350.7,0.000247008,31,10,15,6,2.73908,3.47407,0.861902,9,0,0.623178,25.1075,3.89352,0.11946,INTERPOLATION,2,0,0
0.99_0.85,58,transfer-unsupported,298,64,64,0,0.787594,0.940589,1,2.30169e-09,0.022544,0.0345566,1,0.015625,0.015625,0,0.984375,0.484375,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26081.1,0.000605487,42,12,14,16,3.73927,3.3789,0.515638,0,3,4.09699,6.94335,3.77815,0.0728349,INTERPOLATION,2,0,0
0.99_0.85,59,transfer-unsupported,269,64,64,0,0.837572,0.997824,1,3.576e-18,0.000916398,0.013466,1,0.015625,0.015625,0,0.984375,0.6875,0.671875,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30975.7,0.000550852,38,9,10,19,4.75075,3.8788,3.23156,8,0,0.457074,22.8911,4.7315,0.2725,INTERPOLATION,2,0,0
0.99_0.85,60,transfer-unsupported,58,64,64,0,0.295017,0.834338,1,1.87328e-05,0.0540074,0.071708,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33807.2,0.000744984,34,5,16,13,3.30932,4.79985,2.77499,4,0,3.17611,0.61077,3.58149,0.186182,INTERPOLATION,2,0,0
0.99_0.85,61,transfer-unsupported,68,64,64,0,1,1,1,1.26106e-38,1.95668e-26,3.32939e-12,1,0.015625,0.015625,0,0.984375,0.96875,0.96875,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660050,1.21382e-05,36,18,14,4,0.5869,4.29156,1.90203,0,17,0.0917342,4.0191,4.00528,0.0578634,INTERPOLATION,2,0,0
0.99_0.85,62,transfer-unsupported,276,64,64,0,0.156016,0.995458,1,3.30062e-22,0.000482447,0.00610185,1,0.015625,0.015625,0,0.984375,0.640625,0.640625,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700116,2.40478e-05,35,16,4,15,0.223807,3.51796,1.97471,15,0,2.86515,0.0758076,3.41029,0.229186,INTERPOLATION,2,0,0
0.99_0.85,63,transfer-unsupported,154,64,64,0,0.735116,0.999559,1,0.000346972,0.0616474,0.297084,1,0,0,0,1,0.71875,0.703125,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.537,0.0143314,38,1,8,29,2.6018,2.42267,2.90913,0,0,3.37707,39.1375,0.0227867,0.15779,INTERPOLATION,2,0,0
0.99_0.85,64,transfer-unsupported,211,64,64,0,0.749159,0.868006,1,0.00557735,0.306545,0.420605,1,0,0,0,1,0.375,0.3125,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.232,0.00657186,43,5,15,23,3.99385,0.553224,2.01364,4,0,1.35376,49.1624,1.5087,0.151057,INTERPOLATION,2,0,0
0.99_0.85,65,transfer-unsupported,109,64,64,0,0.819236,0.856971,1,0.0377332,0.208614,0.251668,1,0,0,0,1,0.28125,0.234375,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.858,0.00473839,29,1,21,7,4.91182,0.864966,0.819245,0,0,2.64479,42.8577,2.96746,0.221513,INTERPOLATION,2,0,0
0.99_0.85,66,transfer-unsupported,232,64,64,0,0.901969,1,1,8.92671e-17,1.74045e-08,9.7591e-07,1,0,0,0,1,0.90625,0.890625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.05,0.0054584,27,7,17,3,1.54282,2.70718,0.797878,0,6,2.06208,40.9376,0.344347,0.118675,INTERPOLATION,2,0,0
